TICKER,SICCD,sic_divisions,sic_detailed
AVZA,3559,Manufacturing,Industrial Machinery & Equipment
DFZ,3142,Manufacturing,Leather
PHO,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CMZ,1311,Mining,Oil & Gas Extraction
VOCS,7372,Services,Business Services
PTI,7371,Services,Business Services
LORL,4899,"Transportation, Communications & Utilities",Communications
WTHN,7371,Services,Business Services
CYNO,3845,Manufacturing,Instruments & Related Products
AAV,6733,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BAS,1389,Mining,Oil & Gas Extraction
CDS,6770,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TRAK,7373,Services,Business Services
BPG,1311,Mining,Oil & Gas Extraction
CAPB,6022,"Finance, Insurance & Real Estate",Banking
IGT,3000,Manufacturing,Rubber & Plastics Products
SCOP,3669,Manufacturing,Electronic & Other Electrical Equipment
BCBP,6035,"Finance, Insurance & Real Estate",Banking
STP,3674,Manufacturing,Electronic & Other Electrical Equipment
CNCP,6021,"Finance, Insurance & Real Estate",Banking
CASM,3840,Manufacturing,Instruments & Related Products
RPB,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SOMX,3840,Manufacturing,Instruments & Related Products
CPA,4512,"Transportation, Communications & Utilities",Transportation
FREE,4412,"Transportation, Communications & Utilities",Transportation
SPSN,3674,Manufacturing,Electronic & Other Electrical Equipment
EMS,4119,"Transportation, Communications & Utilities",Transportation
DEIX,3651,Manufacturing,Electronic & Other Electrical Equipment
MSS,5047,Wholesale Trade,Wholesale Trade - Durable Goods
AAU,1041,Mining,Metal Mining
SCHW,6211,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
CYTX,3841,Manufacturing,Instruments & Related Products
MGT,7372,Services,Business Services
SCHK,3841,Manufacturing,Instruments & Related Products
CRMH,6331,"Finance, Insurance & Real Estate",Insurance Carriers
PXPL,3674,Manufacturing,Electronic & Other Electrical Equipment
KBX,5091,Wholesale Trade,Wholesale Trade - Durable Goods
LYV,7900,Services,Amusement & Recreation
FGI,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
REX,2836,Manufacturing,Chemicals
EZM,1031,Mining,Metal Mining
TGIS,8748,Services,Engineering & Management Services
NCST,3842,Manufacturing,Instruments & Related Products
SBN,5149,Wholesale Trade,Wholesale Trade - Nondurable Goods
WHIT,1382,Mining,Oil & Gas Extraction
ILI,8071,Services,Health Services
NEBS,6035,"Finance, Insurance & Real Estate",Banking
SILC,3570,Manufacturing,Industrial Machinery & Equipment
PHIIK,4520,"Transportation, Communications & Utilities",Transportation
RYI,3316,Manufacturing,Primary Metal Industries
CBS,4841,"Transportation, Communications & Utilities",Communications
SCHK,3844,Manufacturing,Instruments & Related Products
IN,3541,Manufacturing,Industrial Machinery & Equipment
LFB,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PCH,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PHII,4520,"Transportation, Communications & Utilities",Transportation
TCMI,7310,Services,Business Services
YRCW,4213,"Transportation, Communications & Utilities",Transportation
BPG,2005,Manufacturing,Food & Kindred Products
GST,4924,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
EPCT,2834,Manufacturing,Chemicals
CKNN,7812,Services,Motion Pictures
CTDC,3430,Manufacturing,Fabricated Metal Products
SUF,2819,Manufacturing,Chemicals
LINE,1311,Mining,Oil & Gas Extraction
RHY,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CXG,1311,Mining,Oil & Gas Extraction
WNR,2911,Manufacturing,Petroleum Refining
STRL,1600,Construction,Heavy Construction
ARII,3743,Manufacturing,Transportation Equipment
SBK,6022,"Finance, Insurance & Real Estate",Banking
GEE,7941,Services,Amusement & Recreation
SBN,7372,Services,Business Services
MGYR,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TRFC,7310,Services,Business Services
CSE,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CMG,5810,Retail Trade,Eating & Drinking Places
CLMT,2911,Manufacturing,Petroleum Refining
ALTU,2836,Manufacturing,Chemicals
CPBK,6022,"Finance, Insurance & Real Estate",Banking
CTBC,6022,"Finance, Insurance & Real Estate",Banking
MAIL,7371,Services,Business Services
FNET,3990,Manufacturing,Miscellaneous Manufacturing
HEES,7350,Services,Business Services
FIS,7389,Services,Business Services
IOP,2819,Manufacturing,Chemicals
HWAY,8090,Services,Health Services
RGNC,1311,Mining,Oil & Gas Extraction
TX,3312,Manufacturing,Primary Metal Industries
SGXP,2834,Manufacturing,Chemicals
KOP,2491,Manufacturing,Lumber & Wood Products
TES,5065,Wholesale Trade,Wholesale Trade - Durable Goods
IOMI,2834,Manufacturing,Chemicals
VLRX,2834,Manufacturing,Chemicals
DMGI,7900,Services,Amusement & Recreation
UAUA,4512,"Transportation, Communications & Utilities",Transportation
TWPG,6211,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
BRS,4522,"Transportation, Communications & Utilities",Transportation
HS,6324,"Finance, Insurance & Real Estate",Insurance Carriers
DRA,7211,Services,Personal Services
CRDC,3841,Manufacturing,Instruments & Related Products
ETE,1321,Mining,Oil & Gas Extraction
CMG,5812,Retail Trade,Eating & Drinking Places
BKD,8051,Services,Health Services
MYS,2421,Manufacturing,Lumber & Wood Products
RSO,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ENT,6733,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CROX,3021,Manufacturing,Rubber & Plastics Products
NTLS,4813,"Transportation, Communications & Utilities",Communications
MRT,5812,Retail Trade,Eating & Drinking Places
OPX,6162,"Finance, Insurance & Real Estate",Credit Agencies
NHWK,8090,Services,Health Services
XCO,1311,Mining,Oil & Gas Extraction
AMCP,6331,"Finance, Insurance & Real Estate",Insurance Carriers
ACOR,2836,Manufacturing,Chemicals
ETWC,7372,Services,Business Services
MGG,4613,"Transportation, Communications & Utilities",Transportation
JTP,3000,Manufacturing,Rubber & Plastics Products
ROSE,1311,Mining,Oil & Gas Extraction
LOV,7389,Services,Business Services
MHGC,7011,Services,Hotels & Other Lodging Places
CNE,6733,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MTOX,8071,Services,Health Services
BXL,6799,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PNTR,3663,Manufacturing,Electronic & Other Electrical Equipment
TNS,2000,Manufacturing,Food & Kindred Products
LQDT,7389,Services,Business Services
PAC,4581,"Transportation, Communications & Utilities",Transportation
AB,6282,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
BTA,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SEA,2000,Manufacturing,Food & Kindred Products
TSI,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
NCT,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
OPX,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GPOR,1310,Mining,Oil & Gas Extraction
HOTJ,5094,Wholesale Trade,Wholesale Trade - Durable Goods
LTEC,3663,Manufacturing,Electronic & Other Electrical Equipment
EDO,2000,Manufacturing,Food & Kindred Products
MERC,6720,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HELX,1380,Mining,Oil & Gas Extraction
CCOI,4813,"Transportation, Communications & Utilities",Communications
ME,1311,Mining,Oil & Gas Extraction
EDA,6770,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ALXA,2834,Manufacturing,Chemicals
NAB,6021,"Finance, Insurance & Real Estate",Banking
RZ,7373,Services,Business Services
NYX,6231,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
ADY,5047,Wholesale Trade,Wholesale Trade - Durable Goods
OFI,2038,Manufacturing,Food & Kindred Products
PGS,1382,Mining,Oil & Gas Extraction
EGLT,3825,Manufacturing,Instruments & Related Products
WWE,7812,Services,Motion Pictures
BYI,7993,Services,Amusement & Recreation
THM,7373,Services,Business Services
AMAB,6022,"Finance, Insurance & Real Estate",Banking
SVT,3421,Manufacturing,Fabricated Metal Products
WILC,5140,Wholesale Trade,Wholesale Trade - Nondurable Goods
NNI,6000,"Finance, Insurance & Real Estate",Banking
BEE,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CBL,3000,Manufacturing,Rubber & Plastics Products
SSI,5651,Retail Trade,Apparel & Accessory Stores
TDG,3728,Manufacturing,Transportation Equipment
GPRE,2860,Manufacturing,Chemicals
MDV,7389,Services,Business Services
JNJ,5000,Wholesale Trade,Wholesale Trade - Durable Goods
WWWW,3570,Manufacturing,Industrial Machinery & Equipment
IPCS,4812,"Transportation, Communications & Utilities",Communications
BCV,6733,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
VOXW,7373,Services,Business Services
BRR,5075,Wholesale Trade,Wholesale Trade - Durable Goods
AMTY,3011,Manufacturing,Rubber & Plastics Products
EML,1000,Mining,Metal Mining
IOSP,2800,Manufacturing,Chemicals
NEXT,2819,Manufacturing,Chemicals
LACO,7999,Services,Amusement & Recreation
CLAY,7389,Services,Business Services
OCN,4000,"Transportation, Communications & Utilities",Transportation
BMA,6029,"Finance, Insurance & Real Estate",Banking
GNET,7383,Services,Business Services
POSH,5960,Retail Trade,Miscellaneous Retail
THI,5812,Retail Trade,Eating & Drinking Places
GGBM,3663,Manufacturing,Electronic & Other Electrical Equipment
GAV,6531,"Finance, Insurance & Real Estate",Real Estate
BTE,6733,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
KUL,2741,Manufacturing,Printing & Publishing
CYCC,2834,Manufacturing,Chemicals
FHY,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CRH,3272,Manufacturing,"Stone, Clay & Glass Products"
GRRF,4812,"Transportation, Communications & Utilities",Communications
UCBA,6035,"Finance, Insurance & Real Estate",Banking
HIMX,3674,Manufacturing,Electronic & Other Electrical Equipment
ION,4833,"Transportation, Communications & Utilities",Communications
NAO,6770,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
AQR,6770,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
LSBK,6035,"Finance, Insurance & Real Estate",Banking
CPBC,6022,"Finance, Insurance & Real Estate",Banking
EICU,7372,Services,Business Services
ROX,2080,Manufacturing,Food & Kindred Products
ETQ,1021,Mining,Metal Mining
GGL,3585,Manufacturing,Industrial Machinery & Equipment
ACGY,1389,Mining,Oil & Gas Extraction
ONAV,4412,"Transportation, Communications & Utilities",Transportation
MMM,3841,Manufacturing,Instruments & Related Products
ZZ,2515,Manufacturing,Furniture & Fixtures
POR,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
AVNR,2834,Manufacturing,Chemicals
QRCP,1311,Mining,Oil & Gas Extraction
PDA,2011,Manufacturing,Food & Kindred Products
VNDA,2834,Manufacturing,Chemicals
TRGT,2834,Manufacturing,Chemicals
IGC,1600,Construction,Heavy Construction
HNAB,2834,Manufacturing,Chemicals
AIXD,7379,Services,Business Services
VYFC,6035,"Finance, Insurance & Real Estate",Banking
EURO,4813,"Transportation, Communications & Utilities",Communications
HST,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
AZS,1041,Mining,Metal Mining
ABBI,2834,Manufacturing,Chemicals
CNW,4213,"Transportation, Communications & Utilities",Transportation
SORL,3714,Manufacturing,Transportation Equipment
WARR,1389,Mining,Oil & Gas Extraction
PCBS,6030,"Finance, Insurance & Real Estate",Banking
INXI,5045,Wholesale Trade,Wholesale Trade - Durable Goods
PGWC,3661,Manufacturing,Electronic & Other Electrical Equipment
GLA,6770,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
OMRI,2836,Manufacturing,Chemicals
CPX,1389,Mining,Oil & Gas Extraction
QQEW,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GILT,4890,"Transportation, Communications & Utilities",Communications
QTEC,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GCF,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BLUE,2330,Manufacturing,Apparel
GLO,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CACC,6141,"Finance, Insurance & Real Estate",Credit Agencies
CREL,7372,Services,Business Services
RAMR,6351,"Finance, Insurance & Real Estate",Insurance Carriers
GLK,6035,"Finance, Insurance & Real Estate",Banking
CPII,3670,Manufacturing,Electronic & Other Electrical Equipment
WOLV,7373,Services,Business Services
DDSS,2834,Manufacturing,Chemicals
CVLL,6035,"Finance, Insurance & Real Estate",Banking
VRTB,6162,"Finance, Insurance & Real Estate",Credit Agencies
CHTP,2834,Manufacturing,Chemicals
MOVE,2731,Manufacturing,Printing & Publishing
KSW,5075,Wholesale Trade,Wholesale Trade - Durable Goods
RPRX,2830,Manufacturing,Chemicals
DK,5500,Retail Trade,Automotive Dealers
DCP,7389,Services,Business Services
GFSI,7372,Services,Business Services
NSTR,3845,Manufacturing,Instruments & Related Products
MITI,2834,Manufacturing,Chemicals
VBAC,2834,Manufacturing,Chemicals
RAME,1382,Mining,Oil & Gas Extraction
VOLV,3714,Manufacturing,Transportation Equipment
LCAPB,4841,"Transportation, Communications & Utilities",Communications
LINTA,4841,"Transportation, Communications & Utilities",Communications
LINTB,4841,"Transportation, Communications & Utilities",Communications
NOVC,2834,Manufacturing,Chemicals
AHGP,1221,Mining,Coal Mining
LCAPA,4841,"Transportation, Communications & Utilities",Communications
CODI,7363,Services,Business Services
JKA,9999,Public Administration,Nonclassifiable Establishments
ASB,7375,Services,Business Services
BWTR,4941,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
BMTI,3841,Manufacturing,Instruments & Related Products
IESC,1731,Construction,Special Trade Contractors
GENT,2834,Manufacturing,Chemicals
BAYN,6021,"Finance, Insurance & Real Estate",Banking
REST,3842,Manufacturing,Instruments & Related Products
PNSN,6211,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
BKC,5812,Retail Trade,Eating & Drinking Places
SUPR,6020,"Finance, Insurance & Real Estate",Banking
EQ,4813,"Transportation, Communications & Utilities",Communications
RYJ,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
OKS,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
DR,6331,"Finance, Insurance & Real Estate",Insurance Carriers
ATNI,4813,"Transportation, Communications & Utilities",Communications
IEDU,8200,Services,Educational Services
OCN,6162,"Finance, Insurance & Real Estate",Credit Agencies
TOC,2741,Manufacturing,Printing & Publishing
AOG,1044,Mining,Metal Mining
VAS,3841,Manufacturing,Instruments & Related Products
FSH,5047,Wholesale Trade,Wholesale Trade - Durable Goods
GWW,5013,Wholesale Trade,Wholesale Trade - Durable Goods
AIR,3721,Manufacturing,Transportation Equipment
CMC,3312,Manufacturing,Primary Metal Industries
VG,4813,"Transportation, Communications & Utilities",Communications
RML,2253,Manufacturing,Textile Mill Products
OMX,5112,Wholesale Trade,Wholesale Trade - Nondurable Goods
ROX,2085,Manufacturing,Food & Kindred Products
DK,5541,Retail Trade,Automotive Dealers
DORM,5010,Wholesale Trade,Wholesale Trade - Durable Goods
MA,6153,"Finance, Insurance & Real Estate",Credit Agencies
RAP,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
AMGI,1799,Construction,Special Trade Contractors
MWA,3491,Manufacturing,Fabricated Metal Products
EOE,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FBMS,6021,"Finance, Insurance & Real Estate",Banking
HAC,6770,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CBAK,3692,Manufacturing,Electronic & Other Electrical Equipment
AAWW,4522,"Transportation, Communications & Utilities",Transportation
VSCP,7363,Services,Business Services
CTCM,4833,"Transportation, Communications & Utilities",Communications
VRTA,6162,"Finance, Insurance & Real Estate",Credit Agencies
SIX,7996,Services,Amusement & Recreation
SNAK,2096,Manufacturing,Food & Kindred Products
LUNA,8731,Services,Engineering & Management Services
ATEC,3841,Manufacturing,Instruments & Related Products
CLUB,7997,Services,Amusement & Recreation
CTGX,7371,Services,Business Services
XPO,4225,"Transportation, Communications & Utilities",Transportation
XVE,1041,Mining,Metal Mining
LOOP,6531,"Finance, Insurance & Real Estate",Real Estate
ERJ,3721,Manufacturing,Transportation Equipment
APCFY,919,"Agriculture, Forestry & Fishing","Fishing, Hunting & Trapping"
TGEN,2836,Manufacturing,Chemicals
TNCC,6022,"Finance, Insurance & Real Estate",Banking
BEL,4959,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
HOFF,1389,Mining,Oil & Gas Extraction
MRB,1041,Mining,Metal Mining
GFN,6770,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
VRGY,3825,Manufacturing,Instruments & Related Products
ECR,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MXICY,3674,Manufacturing,Electronic & Other Electrical Equipment
VSE,4939,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
LGND,2834,Manufacturing,Chemicals
SNCR,7371,Services,Business Services
TLG,4731,"Transportation, Communications & Utilities",Transportation
HWCC,5063,Wholesale Trade,Wholesale Trade - Durable Goods
VOLC,3845,Manufacturing,Instruments & Related Products
GOLF,5940,Retail Trade,Miscellaneous Retail
SCRX,2834,Manufacturing,Chemicals
VTIV,8742,Services,Engineering & Management Services
PARD,2835,Manufacturing,Chemicals
BNV,6021,"Finance, Insurance & Real Estate",Banking
EIHI,6331,"Finance, Insurance & Real Estate",Insurance Carriers
PRXI,7900,Services,Amusement & Recreation
SIRO,3843,Manufacturing,Instruments & Related Products
ARTX,3691,Manufacturing,Electronic & Other Electrical Equipment
XNL,3251,Manufacturing,"Stone, Clay & Glass Products"
IBAS,4813,"Transportation, Communications & Utilities",Communications
ZTM,6282,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
VSTH,3829,Manufacturing,Instruments & Related Products
KOG,1099,Mining,Metal Mining
TWLL,3674,Manufacturing,Electronic & Other Electrical Equipment
ANSV,2834,Manufacturing,Chemicals
LOUD,7371,Services,Business Services
PWE,6733,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HOMB,6022,"Finance, Insurance & Real Estate",Banking
SXCI,7372,Services,Business Services
PLM,1099,Mining,Metal Mining
DGIT,7319,Services,Business Services
AMAG,2834,Manufacturing,Chemicals
HCF,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
OMTR,7372,Services,Business Services
FPI,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RDYN,2834,Manufacturing,Chemicals
JGG,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PGTI,3442,Manufacturing,Fabricated Metal Products
JCG,5651,Retail Trade,Apparel & Accessory Stores
DSW,5139,Wholesale Trade,Wholesale Trade - Nondurable Goods
NSU,1041,Mining,Metal Mining
KNM,7372,Services,Business Services
WGA,3679,Manufacturing,Electronic & Other Electrical Equipment
DVF,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BNV,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ELU,7374,Services,Business Services
NJR,4923,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
MOD,3714,Manufacturing,Transportation Equipment
MBR,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PVR,6519,"Finance, Insurance & Real Estate",Real Estate
HCM,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ASH,5162,Wholesale Trade,Wholesale Trade - Nondurable Goods
GPN,7999,Services,Amusement & Recreation
CHE,8099,Services,Health Services
TGX,3845,Manufacturing,Instruments & Related Products
SCC,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CCJ,2819,Manufacturing,Chemicals
SPH,5961,Retail Trade,Miscellaneous Retail
PHT,6722,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
IMN,3695,Manufacturing,Electronic & Other Electrical Equipment
UTL,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
DXR,2833,Manufacturing,Chemicals
HAF,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
B,3542,Manufacturing,Industrial Machinery & Equipment
LRP,2836,Manufacturing,Chemicals
MHJ,3915,Manufacturing,Miscellaneous Manufacturing
HINT,8741,Services,Engineering & Management Services
IVD,5023,Wholesale Trade,Wholesale Trade - Durable Goods
TUP,2844,Manufacturing,Chemicals
PED,8721,Services,Engineering & Management Services
SGU,5541,Retail Trade,Automotive Dealers
GB,3691,Manufacturing,Electronic & Other Electrical Equipment
PRZ,8093,Services,Health Services
KSP,4412,"Transportation, Communications & Utilities",Transportation
GPX,8742,Services,Engineering & Management Services
MYE,2821,Manufacturing,Chemicals
IR,3564,Manufacturing,Industrial Machinery & Equipment
IHS,7389,Services,Business Services
RLF,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TAL,3731,Manufacturing,Transportation Equipment
EPC,3674,Manufacturing,Electronic & Other Electrical Equipment
MFB,2341,Manufacturing,Apparel
PFG,6371,"Finance, Insurance & Real Estate",Insurance Carriers
ALT,2836,Manufacturing,Chemicals
FZN,2011,Manufacturing,Food & Kindred Products
PTG,3537,Manufacturing,Industrial Machinery & Equipment
BLE,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SGC,2299,Manufacturing,Textile Mill Products
MZ,3559,Manufacturing,Industrial Machinery & Equipment
AF,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TG,2673,Manufacturing,Paper & Allied Products
PZZ,8099,Services,Health Services
BLX,6021,"Finance, Insurance & Real Estate",Banking
TLK,4813,"Transportation, Communications & Utilities",Communications
DDS,5621,Retail Trade,Apparel & Accessory Stores
SIR,4213,"Transportation, Communications & Utilities",Transportation
LDG,5122,Wholesale Trade,Wholesale Trade - Nondurable Goods
WNI,5143,Wholesale Trade,Wholesale Trade - Nondurable Goods
CHT,4813,"Transportation, Communications & Utilities",Communications
CTE,3841,Manufacturing,Instruments & Related Products
WFD,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BCO,7381,Services,Business Services
JTX,9311,Public Administration,
LTM,7999,Services,Amusement & Recreation
CTO,3825,Manufacturing,Instruments & Related Products
BBI,5945,Retail Trade,Miscellaneous Retail
ARP,7338,Services,Business Services
DFR,6211,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
MCO,7299,Services,Personal Services
QCC,6531,"Finance, Insurance & Real Estate",Real Estate
BN,2752,Manufacturing,Printing & Publishing
SXT,2813,Manufacturing,Chemicals
BNP,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
WLT,1321,Mining,Oil & Gas Extraction
BNG,2331,Manufacturing,Apparel
GVA,1622,Construction,Heavy Construction
HEB,2836,Manufacturing,Chemicals
BZ,2822,Manufacturing,Chemicals
IMR,1044,Mining,Metal Mining
ECI,3841,Manufacturing,Instruments & Related Products
BTJ,3648,Manufacturing,Electronic & Other Electrical Equipment
ENT,6792,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
AFP,6513,"Finance, Insurance & Real Estate",Real Estate
ETE,4925,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
GLE,1041,Mining,Metal Mining
CAO,5013,Wholesale Trade,Wholesale Trade - Durable Goods
AZZ,3641,Manufacturing,Electronic & Other Electrical Equipment
SSD,3452,Manufacturing,Fabricated Metal Products
AMM,3949,Manufacturing,Miscellaneous Manufacturing
APO,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
IAX,2621,Manufacturing,Paper & Allied Products
OMR,5399,Retail Trade,General Merchandise Stores
STG,4731,"Transportation, Communications & Utilities",Transportation
NLX,7372,Services,Business Services
MLR,3799,Manufacturing,Transportation Equipment
KSW,4961,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
SCB,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RMX,2891,Manufacturing,Chemicals
STU,6141,"Finance, Insurance & Real Estate",Credit Agencies
CE,2869,Manufacturing,Chemicals
ILA,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
CRY,3841,Manufacturing,Instruments & Related Products
LAZ,6211,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
ENR,3691,Manufacturing,Electronic & Other Electrical Equipment
VIR,2512,Manufacturing,Furniture & Fixtures
LNG,1321,Mining,Oil & Gas Extraction
EXP,3241,Manufacturing,"Stone, Clay & Glass Products"
SCM,4813,"Transportation, Communications & Utilities",Communications
SGB,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
NAT,4213,"Transportation, Communications & Utilities",Transportation
AMC,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
THK,7375,Services,Business Services
NLN,7819,Services,Motion Pictures
CDY,1041,Mining,Metal Mining
TR,5441,Retail Trade,Food Stores
TCK,1041,Mining,Metal Mining
TSS,7389,Services,Business Services
MFW,2086,Manufacturing,Food & Kindred Products
IPA,8082,Services,Health Services
CIR,3541,Manufacturing,Industrial Machinery & Equipment
PRS,6099,"Finance, Insurance & Real Estate",Banking
BEC,3829,Manufacturing,Instruments & Related Products
ROC,2819,Manufacturing,Chemicals
MAM,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TLF,5199,Wholesale Trade,Wholesale Trade - Nondurable Goods
ODC,3842,Manufacturing,Instruments & Related Products
CCA,2879,Manufacturing,Chemicals
ACO,4213,"Transportation, Communications & Utilities",Transportation
GFR,6399,"Finance, Insurance & Real Estate",Insurance Carriers
APU,5541,Retail Trade,Automotive Dealers
ETQ,1041,Mining,Metal Mining
JOB,8711,Services,Engineering & Management Services
NRP,1241,Mining,Coal Mining
FTK,3532,Manufacturing,Industrial Machinery & Equipment
AZL,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ROS,4812,"Transportation, Communications & Utilities",Communications
AOB,2834,Manufacturing,Chemicals
YMI,2835,Manufacturing,Chemicals
SVA,8082,Services,Health Services
WGL,4923,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
SZE,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
ICH,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
VNX,3944,Manufacturing,Miscellaneous Manufacturing
ATB,4412,"Transportation, Communications & Utilities",Transportation
SYM,5311,Retail Trade,General Merchandise Stores
GEG,3443,Manufacturing,Fabricated Metal Products
AVX,3674,Manufacturing,Electronic & Other Electrical Equipment
FDS,7389,Services,Business Services
ASY,3679,Manufacturing,Electronic & Other Electrical Equipment
GRA,3841,Manufacturing,Instruments & Related Products
AIH,8742,Services,Engineering & Management Services
TKS,3714,Manufacturing,Transportation Equipment
NSP,1241,Mining,Coal Mining
PLE,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
EFD,7389,Services,Business Services
ADS,7389,Services,Business Services
PPD,8111,Services,Legal Services
DLB,3651,Manufacturing,Electronic & Other Electrical Equipment
WHQ,1389,Mining,Oil & Gas Extraction
AMY,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ILC,7371,Services,Business Services
ASR,4581,"Transportation, Communications & Utilities",Transportation
MWP,4925,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
WLP,8082,Services,Health Services
IRE,6163,"Finance, Insurance & Real Estate",Credit Agencies
MDS,5013,Wholesale Trade,Wholesale Trade - Durable Goods
HVT,5021,Wholesale Trade,Wholesale Trade - Durable Goods
TBV,8082,Services,Health Services
RIF,3559,Manufacturing,Industrial Machinery & Equipment
BIW,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GIL,2252,Manufacturing,Textile Mill Products
PST,8361,Services,Social Services
TIK,3829,Manufacturing,Instruments & Related Products
RIN,3241,Manufacturing,"Stone, Clay & Glass Products"
BPA,2836,Manufacturing,Chemicals
CHU,4812,"Transportation, Communications & Utilities",Communications
TYL,7372,Services,Business Services
BSP,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ESV,4481,"Transportation, Communications & Utilities",Transportation
